ID;nps_question;csat_atendimento;csat_ambiente;csat_qualidade;date;city
ID5714;8;2;1;4;27/12/2023;Piracicaba
ID5715;6;2;4;2;21/09/2023;Marilia
ID5716;2;3;4;5;13/08/2023;Ribeirao Preto
ID5717;9;1;2;3;04/06/2023;Bauru
ID5718;1;4;2;5;16/06/2023;Piracicaba
ID5719;5;3;4;1;10/07/2023;Marilia
ID5720;10;3;1;4;17/05/2023;Ribeirao Preto
ID5721;5;2;4;1;23/12/2023;Bauru
ID5722;10;1;1;4;16/07/2023;Piracicaba
ID5723;5;5;1;5;08/09/2023;Marilia
ID5724;2;4;1;4;03/08/2023;Ribeirao Preto
ID5725;6;2;1;1;15/01/2023;Bauru
ID5726;10;4;2;4;25/02/2023;Piracicaba
ID5727;6;5;5;5;22/08/2023;Marilia
ID5728;10;2;4;5;14/06/2023;Ribeirao Preto
ID5729;4;5;3;3;28/03/2023;Bauru
ID5730;8;5;3;3;02/03/2023;Piracicaba
ID5731;3;5;3;1;14/11/2023;Marilia
ID5732;4;5;4;4;13/04/2023;Ribeirao Preto
ID5733;1;5;3;4;12/07/2023;Bauru
ID5734;7;4;5;4;20/11/2023;Piracicaba
ID5735;5;5;5;5;15/01/2023;Marilia
ID5736;5;5;1;1;11/05/2023;Ribeirao Preto
ID5737;6;3;1;4;07/10/2023;Bauru
ID5738;7;3;2;3;19/04/2023;Piracicaba
ID5739;8;2;3;2;03/11/2023;Marilia
ID5740;2;2;3;3;31/07/2023;Ribeirao Preto
ID5741;10;5;5;1;15/01/2023;Bauru
ID5742;7;2;3;5;06/11/2023;Piracicaba
ID5743;1;3;1;4;16/05/2023;Marilia
ID5744;10;3;1;1;23/01/2023;Ribeirao Preto
ID5745;4;3;1;2;12/11/2023;Bauru
ID5746;7;2;1;2;23/09/2023;Piracicaba
ID5747;8;2;5;4;06/08/2023;Marilia
ID5748;6;5;2;5;15/06/2023;Ribeirao Preto
ID5749;3;2;2;3;12/06/2023;Bauru
ID5750;7;5;5;5;15/09/2023;Piracicaba
ID5751;2;1;4;1;20/07/2023;Marilia
ID5752;7;4;5;2;18/10/2023;Ribeirao Preto
ID5753;10;4;2;4;20/04/2023;Bauru
ID5754;9;2;1;4;28/02/2023;Piracicaba
ID5755;10;1;3;1;25/05/2023;Marilia
ID5756;10;4;1;1;18/02/2023;Ribeirao Preto
ID5757;10;5;3;3;20/10/2023;Bauru
ID5758;3;4;1;2;25/07/2023;Piracicaba
ID5759;1;2;2;4;30/01/2023;Marilia
ID5760;3;1;1;2;24/07/2023;Ribeirao Preto
ID5761;9;5;2;3;09/03/2023;Bauru
ID5762;8;2;2;3;17/03/2023;Piracicaba
ID5763;10;2;4;1;12/10/2023;Marilia
ID5764;9;2;3;5;04/12/2023;Ribeirao Preto
ID5765;7;3;1;3;21/11/2023;Bauru
ID5766;10;2;5;4;02/07/2023;Piracicaba
ID5767;1;2;5;5;04/03/2023;Marilia
ID5768;1;1;5;3;07/02/2023;Ribeirao Preto
ID5769;1;4;5;3;22/05/2023;Bauru
ID5770;7;4;4;1;07/11/2023;Piracicaba
ID5771;4;1;5;3;22/09/2023;Marilia
ID5772;9;2;2;3;20/01/2023;Ribeirao Preto
ID5773;7;5;5;1;11/09/2023;Bauru
ID5774;2;3;3;3;20/09/2023;Piracicaba
ID5775;1;4;2;2;20/11/2023;Marilia
ID5776;5;5;1;1;31/07/2023;Ribeirao Preto
ID5777;6;2;2;5;21/04/2023;Bauru
ID5778;8;4;4;2;24/05/2023;Piracicaba
ID5779;1;3;1;1;04/05/2023;Marilia
ID5780;5;5;4;3;09/09/2023;Ribeirao Preto
ID5781;8;3;4;1;03/06/2023;Bauru
ID5782;7;3;4;4;16/03/2023;Piracicaba
ID5783;10;1;3;5;25/10/2023;Marilia
ID5784;5;4;4;3;18/09/2023;Ribeirao Preto
ID5785;8;4;2;4;19/08/2023;Bauru
ID5786;2;2;3;2;24/07/2023;Piracicaba
ID5787;5;3;5;5;20/09/2023;Marilia
ID5788;1;1;4;2;18/12/2023;Ribeirao Preto
ID5789;6;3;2;4;13/02/2023;Bauru
ID5790;4;2;5;2;07/12/2023;Piracicaba
ID5791;3;5;3;5;05/12/2023;Marilia
ID5792;7;2;1;2;08/02/2023;Ribeirao Preto
ID5793;8;5;3;3;29/03/2023;Bauru
ID5794;5;4;1;5;27/05/2023;Piracicaba
ID5795;8;3;2;3;16/07/2023;Marilia
ID5796;1;5;5;5;05/10/2023;Ribeirao Preto
ID5797;5;3;2;4;27/04/2023;Bauru
ID5798;8;3;3;4;09/07/2023;Piracicaba
ID5799;7;5;2;5;24/06/2023;Marilia
ID5800;5;1;4;2;05/10/2023;Ribeirao Preto
ID5801;7;5;4;5;02/02/2023;Bauru
ID5802;8;2;3;1;24/04/2023;Piracicaba
ID5803;10;5;3;1;18/01/2023;Marilia
ID5804;3;2;3;3;21/10/2023;Ribeirao Preto
ID5805;8;4;5;5;01/02/2023;Bauru
ID5806;2;3;3;3;16/05/2023;Piracicaba
ID5807;4;3;5;5;22/03/2023;Marilia
ID5808;7;4;2;2;20/12/2023;Ribeirao Preto
ID5809;8;5;3;1;02/01/2023;Bauru
ID5810;4;5;3;5;21/06/2023;Piracicaba
ID5811;1;5;3;2;02/02/2023;Marilia
ID5812;3;3;3;5;07/03/2023;Ribeirao Preto
ID5813;9;4;5;4;15/11/2023;Bauru
ID5814;5;1;2;1;17/06/2023;Piracicaba
ID5815;3;4;3;5;19/06/2023;Marilia
ID5816;7;3;4;5;26/11/2023;Ribeirao Preto
ID5817;5;3;1;3;28/02/2023;Bauru
ID5818;7;2;1;3;17/04/2023;Piracicaba
ID5819;5;1;5;3;10/12/2023;Marilia
ID5820;8;2;3;3;27/03/2023;Ribeirao Preto
ID5821;3;5;1;2;28/12/2023;Bauru
ID5822;4;2;2;1;07/06/2023;Piracicaba
ID5823;5;4;5;4;01/09/2023;Marilia
ID5824;8;4;4;4;03/03/2023;Ribeirao Preto
ID5825;7;3;4;1;27/10/2023;Bauru
ID5826;5;1;4;1;09/10/2023;Piracicaba
ID5827;6;3;2;1;07/03/2023;Marilia
ID5828;8;1;5;5;17/07/2023;Ribeirao Preto
ID5829;4;4;4;5;22/02/2023;Bauru
ID5830;4;4;2;5;18/08/2023;Piracicaba
ID5831;4;4;1;4;21/03/2023;Marilia
ID5832;10;5;2;1;23/11/2023;Ribeirao Preto
ID5833;9;4;4;2;08/12/2023;Bauru
ID5834;10;4;3;2;19/02/2023;Piracicaba
ID5835;1;2;1;5;28/09/2023;Marilia
ID5836;10;1;4;5;29/11/2023;Ribeirao Preto
ID5837;9;1;3;1;24/06/2023;Bauru
ID5838;10;5;2;1;19/08/2023;Piracicaba
ID5839;4;3;5;1;18/12/2023;Marilia
ID5840;8;2;3;3;20/12/2023;Ribeirao Preto
ID5841;7;5;1;2;21/05/2023;Bauru
ID5842;2;2;1;4;30/11/2023;Piracicaba
ID5843;2;1;2;3;10/05/2023;Marilia
ID5844;7;2;2;5;11/04/2023;Ribeirao Preto
ID5845;8;1;5;3;12/06/2023;Bauru
ID5846;10;5;3;2;06/11/2023;Piracicaba
ID5847;6;3;2;2;22/10/2023;Marilia
ID5848;8;3;2;4;27/10/2023;Ribeirao Preto
ID5849;1;3;2;2;07/02/2023;Bauru
ID5850;7;5;2;4;24/02/2023;Piracicaba
ID5851;3;2;2;4;22/10/2023;Marilia
ID5852;2;3;4;3;20/12/2023;Ribeirao Preto
ID5853;6;1;1;1;01/05/2023;Bauru
ID5854;9;3;2;2;19/10/2023;Piracicaba
ID5855;10;4;3;4;20/03/2023;Marilia
ID5856;9;1;2;1;30/08/2023;Ribeirao Preto
ID5857;8;3;1;2;04/07/2023;Bauru
ID5858;7;2;3;5;27/03/2023;Piracicaba
ID5859;5;4;2;3;24/05/2023;Marilia
ID5860;7;2;1;1;03/11/2023;Ribeirao Preto
ID5861;4;1;2;1;18/05/2023;Bauru
ID5862;4;3;5;2;18/12/2023;Piracicaba
ID5863;7;1;3;5;03/07/2023;Marilia
ID5864;3;2;1;3;16/05/2023;Ribeirao Preto
ID5865;2;3;5;4;17/11/2023;Bauru
ID5866;9;4;4;1;12/10/2023;Piracicaba
ID5867;10;1;3;4;28/08/2023;Marilia
ID5868;7;3;3;2;23/05/2023;Ribeirao Preto
ID5869;3;2;5;5;03/06/2023;Bauru
ID5870;8;4;4;2;29/05/2023;Piracicaba
ID5871;8;5;3;5;24/09/2023;Marilia
ID5872;6;3;5;1;23/11/2023;Ribeirao Preto
ID5873;7;4;1;2;29/08/2023;Bauru
ID5874;8;4;4;5;02/11/2023;Piracicaba
ID5875;2;1;5;5;01/02/2023;Marilia
ID5876;1;1;3;1;02/02/2023;Ribeirao Preto
ID5877;4;3;2;3;21/02/2023;Bauru
ID5878;7;5;4;2;05/12/2023;Piracicaba
ID5879;4;3;4;1;27/09/2023;Marilia
ID5880;10;3;4;4;31/03/2023;Ribeirao Preto
ID5881;7;4;3;3;11/09/2023;Bauru
ID5882;4;3;4;5;20/01/2023;Piracicaba
ID5883;3;1;3;3;09/11/2023;Marilia
ID5884;2;1;1;3;23/09/2023;Ribeirao Preto
ID5885;6;4;2;1;08/08/2023;Bauru
ID5886;2;4;4;3;01/10/2023;Piracicaba
ID5887;5;5;3;5;28/05/2023;Marilia
ID5888;5;3;1;5;20/08/2023;Ribeirao Preto
ID5889;4;4;4;3;01/01/2023;Bauru
ID5890;7;3;3;2;11/09/2023;Piracicaba
ID5891;3;1;2;1;05/04/2023;Marilia
ID5892;4;2;5;5;14/07/2023;Ribeirao Preto
ID5893;10;1;1;2;16/11/2023;Bauru
ID5894;9;1;5;2;22/12/2023;Piracicaba
ID5895;3;3;2;1;28/08/2023;Marilia
ID5896;2;1;1;5;03/10/2023;Ribeirao Preto
ID5897;5;1;5;5;25/11/2023;Bauru
ID5898;8;5;1;1;05/03/2023;Piracicaba
ID5899;5;1;3;3;04/06/2023;Marilia
ID5900;9;1;4;4;04/03/2023;Ribeirao Preto
ID5901;5;4;5;1;09/04/2023;Bauru
ID5902;7;3;2;3;30/04/2023;Piracicaba
ID5903;4;1;5;2;08/09/2023;Marilia
ID5904;6;5;5;3;29/07/2023;Ribeirao Preto
ID5905;5;3;4;1;12/07/2023;Bauru
ID5906;8;2;4;1;12/11/2023;Piracicaba
ID5907;4;3;2;4;05/09/2023;Marilia
ID5908;7;4;1;4;15/11/2023;Ribeirao Preto
ID5909;8;4;1;5;26/10/2023;Bauru
ID5910;3;1;3;3;16/08/2023;Piracicaba
ID5911;6;3;4;3;07/12/2023;Marilia
ID5912;4;3;5;4;31/10/2023;Ribeirao Preto
ID5913;3;3;3;2;21/09/2023;Bauru
ID5914;1;3;3;1;30/01/2023;Piracicaba
ID5915;10;4;4;4;12/04/2023;Marilia
ID5916;8;5;2;2;19/03/2023;Ribeirao Preto
ID5917;9;5;2;1;10/06/2023;Bauru
ID5918;3;1;5;4;28/05/2023;Piracicaba
ID5919;2;3;3;3;06/06/2023;Marilia
ID5920;10;1;1;4;21/11/2023;Ribeirao Preto
ID5921;4;5;2;4;09/11/2023;Bauru
ID5922;10;1;4;1;08/02/2023;Piracicaba
ID5923;8;4;3;4;25/12/2023;Marilia
ID5924;1;4;5;2;22/05/2023;Ribeirao Preto
ID5925;8;5;1;1;26/03/2023;Bauru
ID5926;1;4;4;3;23/09/2023;Piracicaba
ID5927;2;3;5;5;22/09/2023;Marilia
ID5928;1;5;1;3;26/03/2023;Ribeirao Preto
ID5929;3;4;1;5;25/11/2023;Bauru
ID5930;6;3;2;3;03/09/2023;Piracicaba
ID5931;9;5;2;1;21/03/2023;Marilia
ID5932;10;5;5;5;30/01/2023;Ribeirao Preto
ID5933;2;4;2;5;01/11/2023;Bauru
ID5934;3;2;2;4;01/06/2023;Piracicaba
ID5935;8;3;2;5;19/11/2023;Marilia
ID5936;1;2;4;1;23/02/2023;Ribeirao Preto
ID5937;7;4;2;4;22/11/2023;Bauru
ID5938;9;2;4;3;07/07/2023;Piracicaba
ID5939;1;2;5;2;14/03/2023;Marilia
ID5940;10;5;4;5;24/07/2023;Ribeirao Preto
ID5941;3;3;4;4;06/09/2023;Bauru
ID5942;10;3;4;5;28/09/2023;Piracicaba
ID5943;1;1;2;3;23/05/2023;Marilia
ID5944;10;1;1;5;01/01/2023;Ribeirao Preto
ID5945;4;5;1;5;08/02/2023;Bauru
ID5946;6;1;2;5;14/07/2023;Piracicaba
ID5947;9;2;1;1;04/12/2023;Marilia
ID5948;8;1;5;2;17/12/2023;Ribeirao Preto
ID5949;4;1;2;2;10/07/2023;Bauru
ID5950;7;4;5;1;01/12/2023;Piracicaba
ID5951;1;3;3;3;28/05/2023;Marilia
ID5952;10;1;4;3;30/08/2023;Ribeirao Preto
ID5953;5;5;2;4;19/08/2023;Bauru
ID5954;10;5;4;5;31/10/2023;Piracicaba
ID5955;1;2;4;1;12/07/2023;Marilia
ID5956;1;5;1;5;29/06/2023;Ribeirao Preto
ID5957;8;5;3;4;03/05/2023;Bauru
ID5958;3;3;5;3;12/11/2023;Piracicaba
ID5959;3;4;5;5;23/03/2023;Marilia
ID5960;8;4;1;1;31/10/2023;Ribeirao Preto
ID5961;2;1;3;4;06/03/2023;Bauru
ID5962;1;3;4;4;12/03/2023;Piracicaba
ID5963;1;1;5;1;19/03/2023;Marilia
ID5964;7;4;5;2;29/05/2023;Ribeirao Preto
ID5965;3;1;5;3;12/08/2023;Bauru
ID5966;4;5;1;4;05/11/2023;Piracicaba
ID5967;10;2;2;5;09/05/2023;Marilia
ID5968;4;1;4;3;14/06/2023;Ribeirao Preto
ID5969;7;5;1;5;16/09/2023;Bauru
ID5970;6;1;5;4;02/06/2023;Piracicaba
ID5971;10;1;2;2;21/11/2023;Marilia
ID5972;4;5;5;5;02/07/2023;Ribeirao Preto
ID5973;7;3;3;3;20/12/2023;Bauru
ID5974;3;3;1;2;28/11/2023;Piracicaba
ID5975;6;5;2;5;09/09/2023;Marilia
ID5976;2;5;1;5;17/12/2023;Ribeirao Preto
ID5977;8;4;3;5;15/06/2023;Bauru
ID5978;3;5;5;1;25/04/2023;Piracicaba
ID5979;8;4;2;5;20/03/2023;Marilia
ID5980;4;1;2;3;09/01/2023;Ribeirao Preto
ID5981;3;2;2;1;16/03/2023;Bauru
ID5982;10;2;4;3;29/10/2023;Piracicaba
ID5983;3;5;4;2;22/06/2023;Marilia
ID5984;8;1;3;1;19/03/2023;Ribeirao Preto
ID5985;4;2;1;3;26/12/2023;Bauru
ID5986;8;1;2;4;04/04/2023;Piracicaba
ID5987;7;2;2;3;05/03/2023;Marilia
ID5988;7;4;5;1;25/03/2023;Ribeirao Preto
ID5989;5;2;4;3;15/03/2023;Bauru
ID5990;10;1;4;2;19/06/2023;Piracicaba
ID5991;4;3;4;5;22/06/2023;Marilia
ID5992;4;5;2;3;16/12/2023;Ribeirao Preto
ID5993;3;5;4;1;30/06/2023;Bauru
ID5994;2;4;4;5;17/04/2023;Piracicaba
ID5995;1;3;3;1;24/03/2023;Marilia
ID5996;1;2;1;4;28/05/2023;Ribeirao Preto
ID5997;9;5;1;2;31/05/2023;Bauru
ID5998;5;2;4;3;29/07/2023;Piracicaba
ID5999;3;3;4;2;02/10/2023;Marilia
ID6000;1;3;2;5;12/06/2023;Ribeirao Preto
ID6001;1;2;4;1;04/08/2023;Bauru
ID6002;6;3;2;2;02/04/2023;Piracicaba
ID6003;8;5;2;3;01/03/2023;Marilia
ID6004;2;3;3;4;13/11/2023;Ribeirao Preto
ID6005;7;4;3;5;18/06/2023;Bauru
ID6006;3;2;4;2;09/09/2023;Piracicaba
ID6007;7;4;2;2;07/02/2023;Marilia
ID6008;9;2;1;4;30/06/2023;Ribeirao Preto
ID6009;6;3;2;3;27/12/2023;Bauru
ID6010;9;4;2;1;02/03/2023;Piracicaba
ID6011;7;3;2;2;29/04/2023;Marilia
ID6012;6;3;1;5;01/01/2023;Ribeirao Preto
ID6013;4;1;2;3;25/01/2023;Bauru
ID6014;9;3;4;1;29/04/2023;Piracicaba
ID6015;8;3;5;4;27/11/2023;Marilia
ID6016;8;4;4;3;06/05/2023;Ribeirao Preto
ID6017;8;1;2;5;27/06/2023;Bauru
ID6018;1;1;1;4;29/12/2023;Piracicaba
ID6019;10;3;3;4;08/07/2023;Marilia
ID6020;5;3;4;2;19/12/2023;Ribeirao Preto
ID6021;1;3;3;3;05/06/2023;Bauru
ID6022;2;4;3;5;10/11/2023;Piracicaba
ID6023;10;5;2;3;19/05/2023;Marilia
ID6024;6;1;1;2;23/09/2023;Ribeirao Preto
ID6025;2;3;1;2;01/11/2023;Bauru
ID6026;1;5;2;2;20/11/2023;Piracicaba
ID6027;8;4;4;5;20/03/2023;Marilia
ID6028;10;1;1;5;12/11/2023;Ribeirao Preto
ID6029;6;1;5;3;17/11/2023;Bauru
ID6030;6;3;3;4;20/05/2023;Piracicaba
ID6031;7;1;1;4;15/12/2023;Marilia
ID6032;3;4;3;1;05/12/2023;Ribeirao Preto
ID6033;5;5;1;4;19/10/2023;Bauru
ID6034;5;3;4;5;18/03/2023;Piracicaba
ID6035;8;4;3;1;24/04/2023;Marilia
ID6036;5;1;4;5;09/11/2023;Ribeirao Preto
ID6037;5;2;4;5;23/06/2023;Bauru
ID6038;2;1;1;4;18/12/2023;Piracicaba
ID6039;2;2;5;3;30/05/2023;Marilia
ID6040;6;4;3;5;09/11/2023;Ribeirao Preto
ID6041;7;5;3;3;29/08/2023;Bauru
ID6042;9;5;2;5;31/05/2023;Piracicaba
ID6043;9;2;1;3;27/12/2023;Marilia
ID6044;1;2;3;2;14/09/2023;Ribeirao Preto
ID6045;4;4;3;5;13/09/2023;Bauru
ID6046;7;3;5;5;10/08/2023;Piracicaba
ID6047;8;2;1;4;19/03/2023;Marilia
ID6048;9;2;5;4;26/03/2023;Ribeirao Preto
ID6049;2;4;2;5;16/12/2023;Bauru
ID6050;5;5;2;2;27/11/2023;Piracicaba
ID6051;9;1;1;2;05/04/2023;Marilia
ID6052;4;3;4;4;07/03/2023;Ribeirao Preto
ID6053;2;2;5;1;16/05/2023;Bauru
ID6054;6;2;5;5;27/04/2023;Piracicaba
ID6055;10;5;3;5;26/04/2023;Marilia
ID6056;2;5;5;4;19/10/2023;Ribeirao Preto
ID6057;6;4;1;2;12/03/2023;Bauru
ID6058;5;3;3;5;18/11/2023;Piracicaba
ID6059;3;4;2;2;05/12/2023;Marilia
ID6060;4;5;3;2;05/03/2023;Ribeirao Preto
ID6061;4;1;3;1;14/09/2023;Bauru
ID6062;9;3;5;3;20/11/2023;Piracicaba
ID6063;9;1;4;5;24/01/2023;Marilia
ID6064;2;2;4;3;30/12/2023;Ribeirao Preto
ID6065;4;2;4;1;28/06/2023;Bauru
ID6066;1;4;3;2;06/09/2023;Piracicaba
ID6067;5;2;3;1;04/11/2023;Marilia
ID6068;5;4;3;1;15/07/2023;Ribeirao Preto
ID6069;4;3;4;5;24/07/2023;Bauru
ID6070;2;5;2;3;24/06/2023;Piracicaba
ID6071;3;2;2;2;15/11/2023;Marilia
ID6072;9;1;3;1;13/01/2023;Ribeirao Preto
ID6073;7;4;4;5;09/05/2023;Bauru
ID6074;5;4;2;4;27/12/2023;Piracicaba
ID6075;4;2;5;5;09/12/2023;Marilia
ID6076;7;5;3;5;13/09/2023;Ribeirao Preto
ID6077;9;3;1;3;02/02/2023;Bauru
ID6078;4;3;5;1;07/12/2023;Piracicaba
ID6079;4;5;5;4;06/07/2023;Marilia
ID6080;9;1;4;2;29/03/2023;Ribeirao Preto
ID6081;4;5;4;3;21/04/2023;Bauru
ID6082;9;2;5;4;30/04/2023;Piracicaba
ID6083;6;3;3;2;11/02/2023;Marilia
ID6084;4;4;2;5;23/12/2023;Ribeirao Preto
ID6085;8;4;4;3;27/10/2023;Bauru
ID6086;4;2;4;1;25/04/2023;Piracicaba
ID6087;7;3;2;5;10/04/2023;Marilia
ID6088;8;2;5;3;01/04/2023;Ribeirao Preto
ID6089;9;4;1;4;28/04/2023;Bauru
ID6090;6;2;4;4;07/11/2023;Piracicaba
ID6091;4;5;1;1;25/09/2023;Marilia
ID6092;2;5;2;4;10/02/2023;Ribeirao Preto
ID6093;1;5;4;4;15/12/2023;Bauru
ID6094;2;3;3;2;19/12/2023;Piracicaba
ID6095;5;2;3;3;11/05/2023;Marilia
ID6096;7;3;2;3;10/12/2023;Ribeirao Preto
ID6097;3;1;5;5;03/11/2023;Bauru
ID6098;5;2;5;3;29/11/2023;Piracicaba
ID6099;7;1;4;2;24/03/2023;Marilia
ID6100;9;3;1;3;30/08/2023;Ribeirao Preto
ID6101;7;1;2;1;03/06/2023;Bauru
ID6102;10;5;2;1;28/03/2023;Piracicaba
ID6103;4;2;5;4;07/01/2023;Marilia
ID6104;1;4;5;5;27/03/2023;Ribeirao Preto
ID6105;6;3;1;4;28/06/2023;Bauru
ID6106;3;5;2;3;16/04/2023;Piracicaba
ID6107;5;2;3;1;15/03/2023;Marilia
ID6108;1;3;1;2;20/12/2023;Ribeirao Preto
ID6109;8;2;2;5;02/09/2023;Bauru
ID6110;2;5;1;1;26/04/2023;Piracicaba
ID6111;6;5;3;4;14/11/2023;Marilia
ID6112;5;3;4;5;23/10/2023;Ribeirao Preto
ID6113;2;5;1;1;15/08/2023;Bauru
ID6114;2;5;3;5;17/03/2023;Piracicaba
ID6115;10;4;4;3;02/03/2023;Marilia
ID6116;4;4;5;5;12/05/2023;Ribeirao Preto
ID6117;8;3;5;5;28/05/2023;Bauru
ID6118;7;4;2;2;16/02/2023;Piracicaba
ID6119;5;3;5;4;22/01/2023;Marilia
ID6120;2;4;3;5;18/01/2023;Ribeirao Preto
ID6121;1;5;2;3;18/11/2023;Bauru
ID6122;4;4;5;1;29/09/2023;Piracicaba
ID6123;4;1;5;5;08/07/2023;Marilia
ID6124;10;4;5;5;22/01/2023;Ribeirao Preto
ID6125;1;3;5;1;24/09/2023;Bauru
ID6126;4;5;4;2;22/06/2023;Piracicaba
ID6127;6;1;2;3;09/09/2023;Marilia
ID6128;8;1;3;4;21/05/2023;Ribeirao Preto
ID6129;4;5;4;5;21/09/2023;Bauru
ID6130;1;4;4;1;16/08/2023;Piracicaba
ID6131;1;2;2;2;06/06/2023;Marilia
ID6132;7;2;5;4;27/02/2023;Ribeirao Preto
ID6133;9;1;2;4;10/04/2023;Bauru
ID6134;1;1;2;5;20/07/2023;Piracicaba
ID6135;5;4;1;1;29/11/2023;Marilia
ID6136;8;1;4;5;12/06/2023;Ribeirao Preto
ID6137;1;5;2;4;22/11/2023;Bauru
ID6138;2;4;2;3;19/11/2023;Piracicaba
ID6139;9;1;5;3;14/04/2023;Marilia
ID6140;6;1;4;2;26/08/2023;Ribeirao Preto
ID6141;9;4;4;4;03/04/2023;Bauru
ID6142;9;4;4;5;18/10/2023;Piracicaba
ID6143;1;4;1;2;26/05/2023;Marilia
ID6144;10;5;4;1;24/03/2023;Ribeirao Preto
ID6145;2;3;1;2;07/02/2023;Bauru
ID6146;8;3;2;4;20/09/2023;Piracicaba
ID6147;3;4;3;1;15/04/2023;Marilia
ID6148;5;1;2;5;03/08/2023;Ribeirao Preto
ID6149;1;1;3;1;07/12/2023;Bauru
ID6150;6;5;3;1;20/06/2023;Piracicaba
ID6151;1;3;5;4;23/09/2023;Marilia
ID6152;3;4;2;5;21/12/2023;Ribeirao Preto
ID6153;6;3;1;1;15/05/2023;Bauru
ID6154;8;4;1;4;05/05/2023;Piracicaba
ID6155;4;5;3;4;18/06/2023;Marilia
ID6156;9;3;1;3;24/10/2023;Ribeirao Preto
ID6157;7;4;5;2;02/11/2023;Bauru
ID6158;6;3;1;2;16/07/2023;Piracicaba
ID6159;7;4;1;5;20/06/2023;Marilia
ID6160;3;5;5;3;22/10/2023;Ribeirao Preto
ID6161;9;4;1;4;22/03/2023;Bauru
ID6162;8;1;2;5;26/02/2023;Piracicaba
ID6163;10;1;1;5;24/08/2023;Marilia
ID6164;9;5;4;1;17/11/2023;Ribeirao Preto
ID6165;10;3;2;2;23/07/2023;Bauru
ID6166;1;5;5;2;22/01/2023;Piracicaba
ID6167;2;5;5;3;21/12/2023;Marilia
ID6168;10;1;5;4;27/08/2023;Ribeirao Preto
ID6169;5;3;1;5;29/11/2023;Bauru
ID6170;5;3;5;1;08/05/2023;Piracicaba
ID6171;10;3;2;1;09/01/2023;Marilia
ID6172;2;1;3;1;17/09/2023;Ribeirao Preto
ID6173;5;2;2;2;17/05/2023;Bauru
ID6174;8;3;5;4;25/04/2023;Piracicaba
ID6175;5;1;1;5;20/02/2023;Marilia
ID6176;4;2;5;5;10/02/2023;Ribeirao Preto
ID6177;6;4;3;1;19/01/2023;Bauru
ID6178;5;4;2;5;25/09/2023;Piracicaba
ID6179;9;4;4;5;02/06/2023;Marilia
ID6180;2;3;2;1;28/03/2023;Ribeirao Preto
ID6181;2;5;3;3;05/12/2023;Bauru
ID6182;1;3;2;4;08/07/2023;Piracicaba
ID6183;10;4;3;3;05/11/2023;Marilia
ID6184;3;5;1;4;23/02/2023;Ribeirao Preto
ID6185;10;3;5;5;27/05/2023;Bauru
ID6186;3;1;5;1;25/05/2023;Piracicaba
ID6187;8;5;4;2;08/10/2023;Marilia
ID6188;9;4;4;4;12/06/2023;Ribeirao Preto
ID6189;6;4;1;1;17/11/2023;Bauru
ID6190;8;5;5;5;28/06/2023;Piracicaba
ID6191;4;4;3;5;10/01/2023;Marilia
ID6192;3;4;3;3;24/05/2023;Ribeirao Preto
ID6193;9;2;4;4;20/11/2023;Bauru
ID6194;5;2;5;5;25/05/2023;Piracicaba
ID6195;9;4;5;2;01/03/2023;Marilia
ID6196;1;3;2;4;19/09/2023;Ribeirao Preto
ID6197;6;1;2;2;22/09/2023;Bauru
ID6198;1;4;2;4;26/02/2023;Piracicaba
ID6199;8;4;1;1;20/10/2023;Marilia
ID6200;1;1;5;1;04/08/2023;Ribeirao Preto
ID6201;6;4;1;5;17/03/2023;Bauru
ID6202;5;4;1;2;10/03/2023;Piracicaba
ID6203;10;5;1;4;22/09/2023;Marilia
ID6204;3;2;3;2;28/10/2023;Ribeirao Preto
ID6205;9;5;4;3;12/02/2023;Bauru
ID6206;6;1;4;5;17/07/2023;Piracicaba
ID6207;3;5;5;1;31/03/2023;Marilia
ID6208;3;1;3;5;15/10/2023;Ribeirao Preto
ID6209;9;3;2;4;13/08/2023;Bauru
ID6210;9;4;2;5;29/08/2023;Piracicaba
ID6211;8;5;1;3;02/01/2023;Marilia
ID6212;4;2;4;2;24/01/2023;Ribeirao Preto
ID6213;8;3;1;1;18/05/2023;Bauru
ID6214;6;4;5;1;11/10/2023;Piracicaba
ID6215;9;5;5;4;27/09/2023;Marilia
ID6216;10;1;4;4;27/08/2023;Ribeirao Preto
ID6217;3;3;3;5;21/04/2023;Bauru
ID6218;2;4;3;2;10/05/2023;Piracicaba
ID6219;9;4;2;2;13/11/2023;Marilia
ID6220;2;5;2;5;21/01/2023;Ribeirao Preto
ID6221;8;4;3;2;23/07/2023;Bauru
ID6222;9;3;1;4;31/05/2023;Piracicaba
ID6223;1;4;5;3;09/11/2023;Marilia
ID6224;6;4;2;2;15/11/2023;Ribeirao Preto
ID6225;9;1;2;5;20/03/2023;Bauru
ID6226;4;1;3;2;09/08/2023;Piracicaba
ID6227;10;3;5;2;27/07/2023;Marilia
ID6228;10;3;2;1;06/10/2023;Ribeirao Preto
ID6229;1;3;4;1;16/11/2023;Bauru
ID6230;9;3;4;1;20/04/2023;Piracicaba
ID6231;8;1;5;4;25/06/2023;Marilia
ID6232;6;2;5;4;22/12/2023;Ribeirao Preto
ID6233;3;5;3;4;10/08/2023;Bauru
ID6234;7;4;2;2;22/03/2023;Piracicaba
ID6235;4;2;3;3;15/08/2023;Marilia
